Engine RPM(rpm),Intake Air Temperature(Â°C),Engine Load(%),Throttle Position(Manifold)(%),,,,,,,,
2866.25,31,69.01960754,35.68627548,,,,,,,,
2545.25,31,96.47058868,45.09804153,,,,,,,,
2587.5,31,93.72549438,16.47058868,,,,,,,,
2536.5,31,94.50980377,38.4313736,,,,,,,,
2602.25,31,95.29412079,40.39215851,,,,,,,,
2594.5,31,94.50980377,35.29411697,,,,,,,,
2717,31,95.29412079,45.09804153,,,,,,,,
2125.75,31,18.8235302,15.29411793,,,,,,,,
1985,31,18.4313736,15.29411793,,,,,,,,
1934.25,31,17.64705849,15.29411793,,,,,,,,
1910.75,31,18.03921509,15.29411793,,,,,,,,
1890.5,31,18.03921509,15.29411793,,,,,,,,
1873.25,31,17.64705849,15.29411793,,,,,,,,
1864,31,18.03921509,15.29411793,,,,,,,,
1852.25,32,17.64705849,15.29411793,,,,,,,,
1825,32,18.03921509,15.29411793,,,,,,,,
1746,32,18.03921509,15.29411793,,,,,,,,
1680.25,32,18.4313736,15.29411793,,,,,,,,
1680.25,32,18.4313736,15.29411793,,,,,,,,
1517.75,32,27.05882454,16.86274529,,,,,,,,
2036.5,32,24.70588303,23.13725471,,,,,,,,
2132.75,32,76.86274719,26.27450943,,,,,,,,
2007,32,82.74510193,16.47058868,,,,,,,,
2325.75,32,87.84313965,26.27450943,,,,,,,,
2086.5,32,95.29412079,34.50980377,,,,,,,,
2135,32,95.29412079,34.90196228,,,,,,,,
2203,31,94.50980377,37.25490189,,,,,,,,
2303,31,90.58823395,15.29411793,,,,,,,,
2048.25,31,18.8235302,15.29411793,,,,,,,,
1937.5,31,18.03921509,15.29411793,,,,,,,,
1897.5,31,18.03921509,15.29411793,,,,,,,,
2285,31,44.70588303,24.31372643,,,,,,,,
2171.75,31,90.19608307,29.01960754,,,,,,,,
2215.5,31,77.64705658,15.29411793,,,,,,,,
2473.25,31,81.96078491,27.05882454,,,,,,,,
2253,31,82.35294342,27.05882454,,,,,,,,
2278.75,31,56.47058868,26.27450943,,,,,,,,
2533.5,31,81.17647552,27.05882454,,,,,,,,
2377.25,31,28.62745094,28.23529434,,,,,,,,
2559.25,31,79.21569061,27.05882454,,,,,,,,
2324,31,84.31372833,28.23529434,,,,,,,,
2370.25,31,78.8235321,16.07843208,,,,,,,,
2228.75,31,38.82352829,25.49019623,,,,,,,,
2461.5,31,77.2549057,16.07843208,,,,,,,,
2307,31,45.09804153,21.56862831,,,,,,,,
2297.5,31,66.66666412,23.52941132,,,,,,,,
2105.25,31,21.96078491,16.07843208,,,,,,,,
2165.5,31,44.31372452,15.68627453,,,,,,,,
2343.75,31,54.11764908,24.31372643,,,,,,,,
1997.5,31,33.72549057,15.29411793,,,,,,,,
2417,31,92.54901886,29.80392265,,,,,,,,
2276.5,31,80,31.37254906,,,,,,,,
2507.75,31,69.01960754,25.09803963,,,,,,,,
2578.75,31,95.6862793,36.47058868,,,,,,,,
2740.5,31,96.07843018,38.82352829,,,,,,,,
2397.5,31,34.11764908,16.07843208,,,,,,,,
2058.5,31,18.03921509,15.29411793,,,,,,,,
1998.25,31,17.64705849,15.29411793,,,,,,,,
2423.25,31,19.2156868,24.31372643,,,,,,,,
2219.5,31,67.45098114,30.58823586,,,,,,,,
2550.75,31,21.56862831,27.05882454,,,,,,,,
2205.25,31,77.64705658,16.07843208,,,,,,,,
2388.25,31,48.62745285,29.41176605,,,,,,,,
1795.25,31,23.92156982,16.47058868,,,,,,,,
1875,31,49.41176605,16.07843208,,,,,,,,
2324,31,81.5686264,30.98039246,,,,,,,,
1800,31,24.31372643,16.47058868,,,,,,,,
1612.5,31,23.52941132,16.07843208,,,,,,,,
1521.75,31,21.56862831,15.29411793,,,,,,,,
1575,31,19.2156868,15.29411793,,,,,,,,
1337.5,31,21.17647171,15.29411793,,,,,,,,
1228,31,24.31372643,15.29411793,,,,,,,,
1068.75,31,26.66666794,15.29411793,,,,,,,,
938.25,31,28.62745094,15.29411793,,,,,,,,
690.5,31,34.11764908,15.29411793,,,,,,,,
639.75,31,38.03921509,15.29411793,,,,,,,,
864.75,31,34.50980377,15.29411793,,,,,,,,
743.75,31,32.94117737,15.29411793,,,,,,,,
1408.5,31,65.49019623,20,,,,,,,,
2131.25,31,81.96078491,26.66666794,,,,,,,,
2439,31,56.07843399,25.09803963,,,,,,,,
1753,31,19.6078434,16.86274529,,,,,,,,
1138.25,31,34.11764908,17.25490189,,,,,,,,
1550,31,68.23529816,21.17647171,,,,,,,,
2110,31,88.62744904,29.80392265,,,,,,,,
2332,31,94.11764526,36.07843018,,,,,,,,
2500,31,94.50980377,38.03921509,,,,,,,,
2678,31,96.07843018,38.4313736,,,,,,,,
2915.5,31,95.6862793,40,,,,,,,,
3240.5,31,94.90196228,40.39215851,,,,,,,,
3497.5,31,92.15686798,39.60784531,,,,,,,,
3716.25,31,70.98039246,36.47058868,,,,,,,,
2192.75,31,89.80392456,30.58823586,,,,,,,,
2367,31,87.05882263,30.19607925,,,,,,,,
2377.25,31,86.27451324,26.27450943,,,,,,,,
1757,31,25.09803963,14.90196133,,,,,,,,
1974,31,63.92156982,22.35294151,,,,,,,,
1765.5,31,64.70588684,22.35294151,,,,,,,,
1859.25,31,44.31372452,15.68627453,,,,,,,,
1382.75,31,21.56862831,15.29411793,,,,,,,,
1241.25,31,21.96078491,15.29411793,,,,,,,,
1371.75,31,23.52941132,15.29411793,,,,,,,,
1337.5,31,23.13725471,15.29411793,,,,,,,,
1369.5,31,27.05882454,16.47058868,,,,,,,,
1324,31,29.01960754,16.47058868,,,,,,,,
1933.5,31,80,25.88235283,,,,,,,,
2152.25,31,88.23529816,29.41176605,,,,,,,,
2262.5,31,89.80392456,30.98039246,,,,,,,,
1695.25,31,39.2156868,16.07843208,,,,,,,,
1449,31,31.76470566,16.47058868,,,,,,,,
1466.25,31,27.45098114,15.29411793,,,,,,,,
1431.25,31,27.45098114,20.3921566,,,,,,,,
1507.75,31,57.64706039,21.17647171,,,,,,,,
1617.75,31,31.76470566,15.29411793,,,,,,,,
2290.5,31,88.23529816,30.19607925,,,,,,,,
1560.75,31,47.45098114,15.29411793,,,,,,,,
2201.5,31,83.92156982,27.84313774,,,,,,,,
1647.5,31,35.68627548,23.52941132,,,,,,,,
1955.25,31,70.58823395,15.29411793,,,,,,,,
1831.25,31,68.62744904,23.92156982,,,,,,,,
2001.5,31,73.33333588,23.13725471,,,,,,,,
1657.75,31,31.76470566,20.7843132,,,,,,,,
1496.75,31,24.70588303,16.47058868,,,,,,,,
1302.25,31,25.49019623,20.7843132,,,,,,,,
1501.5,31,32.94117737,16.47058868,,,,,,,,
1408.5,31,30.98039246,16.47058868,,,,,,,,
1315.5,31,29.41176605,16.47058868,,,,,,,,
1228,31,30.58823586,16.47058868,,,,,,,,
1195.25,31,31.37254906,16.47058868,,,,,,,,
1172.5,31,31.76470566,16.47058868,,,,,,,,
1138.25,31,32.54901886,20.3921566,,,,,,,,
2034.25,31,93.33333588,34.50980377,,,,,,,,
2475,31,91.37255096,34.11764908,,,,,,,,
2496,31,85.49019623,16.07843208,,,,,,,,
1711.5,31,64.70588684,22.35294151,,,,,,,,
1884.25,31,67.84313965,22.74509811,,,,,,,,
1709.25,31,61.17647171,21.96078491,,,,,,,,
1982.75,31,74.90196228,23.92156982,,,,,,,,
2017.75,31,77.64705658,24.31372643,,,,,,,,
1433.5,31,24.70588303,15.68627453,,,,,,,,
1492,31,34.11764908,18.4313736,,,,,,,,
1736.5,31,57.64706039,21.17647171,,,,,,,,
1864,31,68.62744904,23.52941132,,,,,,,,
2017,31,76.47058868,24.31372643,,,,,,,,
2195.25,31,87.45098114,29.41176605,,,,,,,,
2228,31,87.84313965,29.41176605,,,,,,,,
1676.5,31,41.96078491,16.07843208,,,,,,,,
1715.5,31,45.49019623,16.07843208,,,,,,,,
1775,31,40.39215851,16.07843208,,,,,,,,
1129.5,31,35.29411697,17.25490189,,,,,,,,
1567,31,26.27450943,16.47058868,,,,,,,,
1806.25,31,52.54901886,20.3921566,,,,,,,,
1663.25,31,75.29412079,23.13725471,,,,,,,,
1691.25,31,78.03921509,23.92156982,,,,,,,,
1716.25,31,79.60784149,24.31372643,,,,,,,,
1749,31,76.47058868,23.92156982,,,,,,,,
1771,31,77.64705658,24.31372643,,,,,,,,
1789.75,31,77.2549057,24.31372643,,,,,,,,
1808.5,31,77.64705658,22.74509811,,,,,,,,
1898.25,31,31.76470566,20.3921566,,,,,,,,
2009.25,31,60,22.35294151,,,,,,,,
1817,31,66.27451324,15.29411793,,,,,,,,
2084.25,31,78.8235321,25.88235283,,,,,,,,
2307,31,79.21569061,26.27450943,,,,,,,,
1835.75,31,25.49019623,14.90196133,,,,,,,,
1160,31,29.80392265,23.52941132,,,,,,,,
2143.75,31,84.70588684,26.66666794,,,,,,,,
1786.5,31,32.94117737,16.47058868,,,,,,,,
1450,31,36.86274719,17.25490189,,,,,,,,
1785,31,51.37255096,20.3921566,,,,,,,,
1725,31,82.74510193,24.70588303,,,,,,,,
1754.5,31,91.37255096,28.62745094,,,,,,,,
1791.25,31,88.62744904,27.84313774,,,,,,,,
1807,31,90.98039246,29.41176605,,,,,,,,
1859.25,31,90.98039246,29.41176605,,,,,,,,
1901.5,31,35.29411697,16.07843208,,,,,,,,
2000.75,31,76.07843018,23.52941132,,,,,,,,
1880.25,31,45.49019623,19.2156868,,,,,,,,
1818.75,31,23.92156982,15.29411793,,,,,,,,
1500,31,20.7843132,14.90196133,,,,,,,,
1440.5,31,20.7843132,15.29411793,,,,,,,,
1703,31,21.56862831,15.29411793,,,,,,,,
1342.75,31,21.96078491,15.29411793,,,,,,,,
1236.5,31,22.35294151,15.29411793,,,,,,,,
1428.75,31,22.74509811,15.29411793,,,,,,,,
1503.75,31,25.49019623,16.47058868,,,,,,,,
1328.75,31,28.62745094,16.47058868,,,,,,,,
1285.75,31,29.41176605,16.47058868,,,,,,,,
1251.5,31,29.80392265,16.47058868,,,,,,,,
1124,31,32.15686417,16.47058868,,,,,,,,
1071,31,33.33333206,16.47058868,,,,,,,,
1010.75,31,35.29411697,16.47058868,,,,,,,,
964.75,31,38.03921509,16.47058868,,,,,,,,
969.5,31,32.54901886,15.29411793,,,,,,,,
810.75,31,31.76470566,15.29411793,,,,,,,,
720.25,31,34.50980377,15.29411793,,,,,,,,
700.75,31,36.07843018,15.29411793,,,,,,,,
689,31,36.86274719,15.29411793,,,,,,,,
693.75,31,37.25490189,15.29411793,,,,,,,,
949,31,30.98039246,15.29411793,,,,,,,,
637.5,31,36.07843018,15.29411793,,,,,,,,
639.75,31,38.03921509,15.29411793,,,,,,,,
652.25,31,38.03921509,15.29411793,,,,,,,,
658.5,31,38.03921509,15.29411793,,,,,,,,
660,31,37.64706039,15.29411793,,,,,,,,
700.75,31,40,16.47058868,,,,,,,,
751.5,31,49.41176605,16.47058868,,,,,,,,
774,31,47.05882263,16.47058868,,,,,,,,
782,31,47.05882263,16.47058868,,,,,,,,
1484.25,31,67.05882263,21.17647171,,,,,,,,
1925.75,31,81.5686264,25.88235283,,,,,,,,
2310,31,83.13725281,27.84313774,,,,,,,,
2812.5,32,81.5686264,28.62745094,,,,,,,,
2320.25,32,92.94117737,31.76470566,,,,,,,,
2511.5,32,95.29412079,38.82352829,,,,,,,,
2783.5,32,95.29412079,38.4313736,,,,,,,,
2996.75,33,94.90196228,38.4313736,,,,,,,,
3207.75,33,94.11764526,38.4313736,,,,,,,,
3362.5,32,92.15686798,38.4313736,,,,,,,,
3306.25,32,90.98039246,30.98039246,,,,,,,,
2571.75,32,88.62744904,27.45098114,,,,,,,,
1549,32,20,15.29411793,,,,,,,,
1369.5,32,23.13725471,15.29411793,,,,,,,,
1731.25,32,33.33333206,21.17647171,,,,,,,,
1740.5,32,91.37255096,28.62745094,,,,,,,,
2389.75,32,94.90196228,35.29411697,,,,,,,,
2420.25,32,93.72549438,36.86274719,,,,,,,,
2452.25,32,93.33333588,37.25490189,,,,,,,,
2484.25,31,94.50980377,38.03921509,,,,,,,,
2426.5,31,94.11764526,36.47058868,,,,,,,,
2010,31,41.5686264,25.49019623,,,,,,,,
1960,31,80.39215851,25.09803963,,,,,,,,
1871,31,84.31372833,27.45098114,,,,,,,,
1895.25,31,29.41176605,16.47058868,,,,,,,,
1197.5,31,29.01960754,16.07843208,,,,,,,,
1617.75,31,21.17647171,15.29411793,,,,,,,,
1520.25,31,21.17647171,15.29411793,,,,,,,,
1527.25,31,26.27450943,15.29411793,,,,,,,,
2455.25,31,92.54901886,34.50980377,,,,,,,,
2175.75,31,47.45098114,21.17647171,,,,,,,,
1518.75,31,21.56862831,15.29411793,,,,,,,,
1866.25,31,47.45098114,19.6078434,,,,,,,,
1875.75,31,50.19607925,20.3921566,,,,,,,,
1939.75,31,26.66666794,15.29411793,,,,,,,,
1554.5,31,20.7843132,15.29411793,,,,,,,,
1530.25,31,19.6078434,15.29411793,,,,,,,,
1482,31,20,15.29411793,,,,,,,,
1421.75,31,20.3921566,15.29411793,,,,,,,,
1417,31,21.56862831,14.90196133,,,,,,,,
1547.5,31,25.49019623,18.03921509,,,,,,,,
1782.75,32,33.33333206,18.03921509,,,,,,,,
1792.75,32,33.33333206,18.03921509,,,,,,,,
1792,32,34.11764908,18.4313736,,,,,,,,
1798.25,32,38.03921509,18.4313736,,,,,,,,
1798.25,32,35.68627548,16.47058868,,,,,,,,
1407,32,27.05882454,16.07843208,,,,,,,,
1526.5,32,27.45098114,15.29411793,,,,,,,,
1587.5,32,20.3921566,15.29411793,,,,,,,,
1554.5,32,20.7843132,15.29411793,,,,,,,,
1538.25,32,20.7843132,15.29411793,,,,,,,,
1504.5,32,21.17647171,15.29411793,,,,,,,,
1425.75,32,21.56862831,15.29411793,,,,,,,,
1301.5,32,23.13725471,15.29411793,,,,,,,,
1178.75,32,24.70588303,15.29411793,,,,,,,,
1038.25,32,25.88235283,15.29411793,,,,,,,,
963.25,32,28.23529434,15.29411793,,,,,,,,
749,32,31.76470566,15.29411793,,,,,,,,
721,32,34.50980377,15.29411793,,,,,,,,
639,32,37.25490189,15.29411793,,,,,,,,
743.75,32,41.96078491,16.47058868,,,,,,,,
714.75,32,50.98039246,16.47058868,,,,,,,,
746,32,50.19607925,16.47058868,,,,,,,,
789.75,32,50.19607925,17.25490189,,,,,,,,
1763.25,32,75.29412079,25.09803963,,,,,,,,
2021.75,32,76.47058868,25.09803963,,,,,,,,
2307,32,72.54901886,25.88235283,,,,,,,,
2139.75,32,84.70588684,29.80392265,,,,,,,,
2365.5,32,93.72549438,36.47058868,,,,,,,,
2457,32,92.15686798,36.47058868,,,,,,,,
2697.5,32,92.54901886,34.90196228,,,,,,,,
2687.5,32,43.13725662,25.09803963,,,,,,,,
1629.5,32,19.6078434,15.29411793,,,,,,,,
1048.25,32,27.45098114,15.29411793,,,,,,,,
982.75,32,28.62745094,15.29411793,,,,,,,,
798.25,32,31.76470566,15.29411793,,,,,,,,
678.75,32,35.68627548,15.29411793,,,,,,,,
1121,33,65.09803772,20.3921566,,,,,,,,
1940.5,33,83.52941132,26.66666794,,,,,,,,
2082.75,32,87.05882263,28.62745094,,,,,,,,
2108.5,32,85.09803772,27.84313774,,,,,,,,
2075.75,32,73.33333588,25.49019623,,,,,,,,
1264,32,25.09803963,15.68627453,,,,,,,,
875.75,32,40.39215851,16.47058868,,,,,,,,
760.75,32,45.88235474,16.47058868,,,,,,,,
785,32,51.76470566,17.25490189,,,,,,,,
1487.5,32,66.66666412,21.56862831,,,,,,,,
1974,32,91.37255096,32.15686417,,,,,,,,
2065.5,32,94.50980377,34.50980377,,,,,,,,
2178.75,32,95.29412079,36.86274719,,,,,,,,
2215.5,32,95.6862793,37.64706039,,,,,,,,
2380.25,32,94.90196228,37.64706039,,,,,,,,
2403,31,92.94117737,34.50980377,,,,,,,,
2431.25,31,82.35294342,14.90196133,,,,,,,,
1425.75,31,23.52941132,15.29411793,,,,,,,,
1156.25,31,26.66666794,15.29411793,,,,,,,,
1101.5,31,27.05882454,18.03921509,,,,,,,,
1785,31,70.58823395,23.52941132,,,,,,,,
1846.75,31,72.15686035,23.13725471,,,,,,,,
1897.5,31,76.07843018,23.92156982,,,,,,,,
1709.25,31,47.84313965,15.29411793,,,,,,,,
1111.5,31,26.27450943,15.29411793,,,,,,,,
1119.5,31,27.05882454,15.29411793,,,,,,,,
1006.25,31,27.05882454,15.29411793,,,,,,,,
942.75,32,29.01960754,15.29411793,,,,,,,,
717.75,32,37.25490189,16.47058868,,,,,,,,
726.5,32,47.84313965,16.47058868,,,,,,,,
1078.75,32,48.62745285,18.03921509,,,,,,,,
1440.5,32,73.33333588,22.35294151,,,,,,,,
2027.25,32,70.19608307,29.01960754,,,,,,,,
2275,32,92.15686798,33.72549057,,,,,,,,
2420.25,32,92.94117737,35.68627548,,,,,,,,
2501.5,32,90.19608307,33.33333206,,,,,,,,
2131.25,32,30.98039246,16.07843208,,,,,,,,
937.5,32,20.7843132,15.29411793,,,,,,,,
899,32,31.37254906,15.29411793,,,,,,,,
771,32,32.94117737,15.29411793,,,,,,,,
629.5,32,37.64706039,15.29411793,,,,,,,,
740.5,32,37.64706039,15.29411793,,,,,,,,
636.5,32,36.86274719,15.29411793,,,,,,,,
704.5,32,36.86274719,15.29411793,,,,,,,,
1200.75,32,55.29411697,19.2156868,,,,,,,,
1798.25,32,69.01960754,23.13725471,,,,,,,,
2110,32,76.07843018,24.70588303,,,,,,,,
2717,32,69.80392456,28.23529434,,,,,,,,
2359.25,32,85.49019623,28.62745094,,,,,,,,
2482.75,33,90.58823395,32.94117737,,,,,,,,
2609.25,33,91.76470947,34.50980377,,,,,,,,
2150.75,32,24.70588303,16.47058868,,,,,,,,
1438.25,32,29.41176605,18.03921509,,,,,,,,
1013.25,32,40.39215851,16.47058868,,,,,,,,
990.5,32,40.7843132,16.47058868,,,,,,,,
973.25,32,40.39215851,16.47058868,,,,,,,,
957,32,40.7843132,16.47058868,,,,,,,,
908.5,33,41.96078491,16.47058868,,,,,,,,
851.5,33,43.92156982,16.47058868,,,,,,,,
776.5,33,34.90196228,15.29411793,,,,,,,,
624,33,37.25490189,15.29411793,,,,,,,,
782,33,36.07843018,15.29411793,,,,,,,,
1045.25,33,58.03921509,20.7843132,,,,,,,,
1591.25,33,53.33333588,20,,,,,,,,
1774,33,60,23.92156982,,,,,,,,
2209.25,33,77.64705658,24.70588303,,,,,,,,
2683.5,33,78.8235321,27.84313774,,,,,,,,
2271,32,82.35294342,27.84313774,,,,,,,,
2441.25,32,83.92156982,28.62745094,,,,,,,,
2452.25,32,76.07843018,26.27450943,,,,,,,,
2215.5,32,75.29412079,16.07843208,,,,,,,,
1384.25,32,70.58823395,22.35294151,,,,,,,,
1678.75,32,70.58823395,22.74509811,,,,,,,,
1689,32,72.94117737,22.74509811,,,,,,,,
1603.75,32,60.7843132,21.17647171,,,,,,,,
1801.5,32,79.21569061,25.09803963,,,,,,,,
1196.75,32,39.2156868,16.07843208,,,,,,,,
1006.25,32,34.90196228,15.29411793,,,,,,,,
1724,32,80.39215851,25.49019623,,,,,,,,
2152.25,32,81.17647552,26.66666794,,,,,,,,
2141.25,32,80.78431702,25.88235283,,,,,,,,
2058.5,32,51.37255096,21.96078491,,,,,,,,
1925,32,52.54901886,24.70588303,,,,,,,,
2036.5,32,84.31372833,27.05882454,,,,,,,,
1330.25,32,34.11764908,14.90196133,,,,,,,,
1966.25,32,79.21569061,25.49019623,,,,,,,,
1967,31,77.64705658,25.09803963,,,,,,,,
1441.25,31,74.50980377,15.29411793,,,,,,,,
1292.75,31,40.7843132,20,,,,,,,,
1396,31,35.29411697,15.29411793,,,,,,,,
1119.5,31,29.01960754,22.35294151,,,,,,,,
1335.75,31,38.4313736,16.07843208,,,,,,,,
1075.75,32,33.33333206,16.07843208,,,,,,,,
1053,32,33.33333206,16.07843208,,,,,,,,
1046,32,33.72549057,16.07843208,,,,,,,,
1167.75,32,44.70588303,18.4313736,,,,,,,,
1315.5,32,51.76470566,18.8235302,,,,,,,,
1506.25,32,55.29411697,20.3921566,,,,,,,,
1500,32,53.33333588,20.3921566,,,,,,,,
1075.75,32,27.45098114,15.29411793,,,,,,,,
990.5,32,27.05882454,15.29411793,,,,,,,,
982,32,27.05882454,15.29411793,,,,,,,,
929.5,32,27.84313774,15.29411793,,,,,,,,
903.75,32,28.62745094,22.35294151,,,,,,,,
2079.5,32,82.74510193,26.66666794,,,,,,,,
2189,32,85.88235474,27.84313774,,,,,,,,
2189.75,32,67.05882263,27.45098114,,,,,,,,
1176.5,32,25.88235283,15.29411793,,,,,,,,
1025,32,28.62745094,15.29411793,,,,,,,,
941.25,32,29.41176605,15.29411793,,,,,,,,
797.5,32,31.76470566,15.29411793,,,,,,,,
685.75,32,39.60784531,16.47058868,,,,,,,,
716.25,32,49.41176605,16.47058868,,,,,,,,
910.75,32,45.09804153,16.47058868,,,,,,,,
708.5,32,45.49019623,16.47058868,,,,,,,,
728.75,32,49.80392075,16.47058868,,,,,,,,
799,32,47.45098114,16.47058868,,,,,,,,
1303.75,32,56.86274719,18.8235302,,,,,,,,
1317,32,48.23529434,18.8235302,,,,,,,,
1837.5,32,72.15686035,24.31372643,,,,,,,,
2203,32,81.5686264,30.98039246,,,,,,,,
2864,32,87.05882263,30.98039246,,,,,,,,
2680.25,32,78.03921509,26.66666794,,,,,,,,
2050,32,47.84313965,15.29411793,,,,,,,,
1355.25,32,22.74509811,15.68627453,,,,,,,,
877.25,32,30.19607925,15.29411793,,,,,,,,
739,32,31.76470566,15.29411793,,,,,,,,
664.75,32,36.07843018,15.29411793,,,,,,,,
725,32,37.25490189,15.29411793,,,,,,,,
614,32,37.25490189,15.29411793,,,,,,,,
653,32,38.4313736,15.29411793,,,,,,,,
678.75,32,38.4313736,15.29411793,,,,,,,,
1588.25,33,68.62744904,22.74509811,,,,,,,,
1931.25,33,77.2549057,24.70588303,,,,,,,,
2271,33,73.72549438,26.66666794,,,,,,,,
2767,32,85.88235474,27.45098114,,,,,,,,
2264,32,80.78431702,28.23529434,,,,,,,,
2432.75,32,78.03921509,29.01960754,,,,,,,,
1691.25,32,26.27450943,16.47058868,,,,,,,,
991.25,32,41.17647171,16.47058868,,,,,,,,
921.75,32,41.96078491,15.68627453,,,,,,,,
826.5,32,35.29411697,15.29411793,,,,,,,,
696.75,32,36.86274719,15.29411793,,,,,,,,
724,32,38.4313736,16.07843208,,,,,,,,
875.75,32,46.66666794,22.35294151,,,,,,,,
1882.75,32,76.47058868,25.49019623,,,,,,,,
1996,32,81.17647552,25.88235283,,,,,,,,
2052.25,32,81.17647552,25.88235283,,,,,,,,
2070.25,32,78.4313736,25.49019623,,,,,,,,
1328,32,24.31372643,15.29411793,,,,,,,,
990.5,32,29.01960754,15.29411793,,,,,,,,
924,32,29.80392265,15.29411793,,,,,,,,
773.25,32,32.54901886,15.29411793,,,,,,,,
621.75,32,36.47058868,15.29411793,,,,,,,,
756.25,32,50.58823776,16.86274529,,,,,,,,
921,32,42.35294342,16.47058868,,,,,,,,
761.5,32,46.66666794,16.47058868,,,,,,,,
925,32,48.23529434,16.86274529,,,,,,,,
1236.5,32,61.17647171,19.6078434,,,,,,,,
1285,32,54.11764908,19.2156868,,,,,,,,
1281.25,32,49.01960754,18.4313736,,,,,,,,
739.75,32,42.74509811,16.47058868,,,,,,,,
718.75,32,47.84313965,16.47058868,,,,,,,,
798.25,32,46.66666794,16.47058868,,,,,,,,
799,32,37.64706039,15.29411793,,,,,,,,
784.25,32,33.33333206,15.29411793,,,,,,,,
644.5,33,36.47058868,15.29411793,,,,,,,,
